,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand
61,A,"17.08.2019 21:05",SU,1363,D,1,RTW,SU9,87,48,89
62,D,"17.08.2019 17:35",SU,1364,D,1,STW,SU9,87,86,190
63,A,"17.08.2019 23:15",SU,1365,D,1,STW,SU9,87,70,190
64,D,"17.08.2019 9:00",SU,1366,D,1,STW,SU9,87,87,190
65,A,"17.08.2019 14:25",SU,1367,D,1,STW,SU9,87,84,203
66,D,"17.08.2019 21:10",SU,1368,D,1,STW,SU9,87,54,89
67,A,"17.08.2019 5:15",SU,1369,D,1,STW,SU9,87,78,203
68,D,"17.08.2019 10:25",SU,1370,D,1,EGO,SU9,87,76,206
69,A,"17.08.2019 14:20",SU,1371,D,1,EGO,SU9,87,70,88
70,D,"17.08.2019 23:55",SU,1372,D,1,EGO,SU9,87,37,191
71,A,"17.08.2019 4:10",SU,1373,D,1,EGO,SU9,87,75,205
72,D,"17.08.2019 19:40",SU,1374,D,1,EGO,SU9,87,66,88
73,A,"17.08.2019 23:35",SU,1375,D,1,EGO,SU9,87,77,88
74,D,"17.08.2019 11:45",SU,1376,D,1,RTW,SU9,87,83,217
75,A,"17.08.2019 15:55",SU,1377,D,1,RTW,SU9,87,77,202
76,D,"17.08.2019 15:25",SU,1378,D,1,RTW,SU9,87,41,206
77,A,"17.08.2019 19:40",SU,1379,D,1,RTW,SU9,87,49,88
78,D,"17.08.2019 13:55",SU,1388,D,1,ULV,SU9,87,44,202
79,A,"17.08.2019 18:05",SU,1389,D,1,ULV,SU9,87,43,89
80,D,"17.08.2019 8:40",SU,1390,D,1,SCW,SU9,87,87,205
81,A,"17.08.2019 13:50",SU,1391,D,1,SCW,SU9,87,70,217
82,D,"17.08.2019 12:50",SU,1392,D,1,PEE,SU9,87,83,217
83,A,"17.08.2019 22:10",SU,1393,D,1,PEE,SU9,87,76,89
84,D,"17.08.2019 22:40",SU,1396,D,1,SCW,SU9,87,79,202
85,A,"17.08.2019 4:35",SU,1397,D,1,SCW,SU9,87,70,89
86,D,"17.08.2019 15:20",SU,1404,D,1,SVX,SU9,87,68,89
87,A,"17.08.2019 21:35",SU,1405,D,1,SVX,SU9,87,79,205
88,D,"17.08.2019 0:40",SU,1428,D,1,MQF,SU9,87,78,205
89,A,"17.08.2019 6:30",SU,1429,D,1,MQF,SU9,87,87,89
90,D,"17.08.2019 14:45",SU,1434,D,1,MQF,SU9,87,77,210
91,A,"17.08.2019 20:55",SU,1435,D,1,MQF,SU9,87,70,206
92,D,"17.08.2019 21:30",SU,1466,D,1,SKX,SU9,87,40,203
93,A,"17.08.2019 7:45",SU,1467,D,1,SKX,SU9,87,69,202
94,D,"17.08.2019 1:30",SU,1508,D,1,TJM,SU9,87,87,206
95,A,"17.08.2019 8:20",SU,1509,D,1,TJM,SU9,87,86,206
96,D,"17.08.2019 7:25",SU,1642,D,1,ASF,SU9,87,84,217
97,A,"17.08.2019 13:05",SU,1643,D,1,ASF,SU9,87,87,215
98,D,"17.08.2019 14:25",SU,1680,D,1,NBC,SU9,87,76,89
99,A,"17.08.2019 19:25",SU,1681,D,1,NBC,SU9,87,77,202
100,D,"17.08.2019 8:35",SU,1830,I,3,MSQ,SU9,87,75,1
101,A,"17.08.2019 12:15",SU,1831,I,2,MSQ,SU9,87,78,80
102,D,"17.08.2019 18:10",SU,1832,I,3,MSQ,SU9,87,57,2
103,A,"17.08.2019 21:55",SU,1833,I,2,MSQ,SU9,87,82,78
104,D,"17.08.2019 22:00",SU,1834,I,3,MSQ,SU9,87,78,10
105,A,"17.08.2019 7:40",SU,1835,I,2,MSQ,SU9,87,79,80
106,D,"17.08.2019 13:25",SU,1840,I,3,MSQ,SU9,87,68,25
107,A,"17.08.2019 17:35",SU,1841,I,2,MSQ,SU9,87,77,81
108,D,"17.08.2019 16:50",SU,1842,I,3,MSQ,SU9,87,80,23
109,A,"17.08.2019 20:45",SU,1843,I,2,MSQ,SU9,87,79,80
110,D,"17.08.2019 9:20",SU,2034,I,5,OTP,SU9,87,61,34
111,A,"17.08.2019 16:25",SU,2035,I,5,OTP,SU9,87,63,80
112,D,"17.08.2019 20:55",SU,2038,I,5,OTP,SU9,87,58,10
113,A,"17.08.2019 5:05",SU,2039,I,3,OTP,SU9,87,69,1
114,D,"17.08.2019 11:50",SU,2100,I,3,RIX,SU9,87,83,24
115,A,"17.08.2019 16:10",SU,2101,I,3,RIX,SU9,87,77,2
116,D,"17.08.2019 22:55",SU,2118,I,3,RIX,SU9,87,59,19
117,A,"17.08.2019 4:30",SU,2119,I,3,RIX,SU9,87,78,10
118,D,"17.08.2019 16:10",SU,2164,I,3,VNO,SU9,87,70,2
119,A,"17.08.2019 20:45",SU,2165,I,3,VNO,SU9,87,82,19
120,D,"17.08.2019 10:40",SU,2206,I,3,HEL,SU9,87,81,10
121,A,"17.08.2019 15:10",SU,2207,I,3,HEL,SU9,87,72,19
122,D,"17.08.2019 18:55",SU,2262,I,5,TLL,SU9,87,61,38
123,A,"17.08.2019 23:30",SU,2263,I,3,TLL,SU9,87,72,10
124,D,"17.08.2019 11:25",SU,2344,I,3,DRS,SU9,87,78,2
125,A,"17.08.2019 17:55",SU,2345,I,3,DRS,SU9,87,66,7
126,D,"17.08.2019 6:45",SU,6,D,1,LED,73H,158,147,127
127,A,"17.08.2019 10:40",SU,7,D,1,LED,73H,158,142,123
128,D,"17.08.2019 8:20",SU,10,D,1,LED,32A,158,144,122
129,A,"17.08.2019 12:00",SU,11,D,1,LED,32A,158,127,115
130,D,"17.08.2019 9:40",SU,12,D,1,LED,73H,158,158,113
131,A,"17.08.2019 13:25",SU,13,D,1,LED,73H,158,152,123
132,D,"17.08.2019 10:55",SU,14,D,1,LED,32A,158,127,117
133,A,"17.08.2019 14:40",SU,15,D,1,LED,32A,158,156,113
134,D,"17.08.2019 11:30",SU,16,D,1,LED,73H,158,136,113
135,A,"17.08.2019 15:10",SU,17,D,1,LED,73H,158,155,120
136,D,"17.08.2019 12:25",SU,18,D,1,LED,73H,158,127,118
137,A,"17.08.2019 16:25",SU,19,D,1,LED,73H,158,151,117
138,D,"17.08.2019 13:35",SU,20,D,1,LED,32A,158,155,205
139,A,"17.08.2019 17:20",SU,21,D,1,LED,32A,158,158,124
140,D,"17.08.2019 15:20",SU,22,D,1,LED,32A,158,154,113
141,A,"17.08.2019 19:00",SU,23,D,1,LED,32A,158,155,191
142,D,"17.08.2019 17:10",SU,24,D,1,LED,32A,158,148,217
143,A,"17.08.2019 20:50",SU,25,D,1,LED,32A,158,154,115
144,D,"17.08.2019 18:20",SU,26,D,1,LED,32A,158,152,114
145,A,"17.08.2019 22:00",SU,27,D,1,LED,32A,158,158,116
146,D,"17.08.2019 19:40",SU,28,D,1,LED,73H,158,126,115
147,A,"17.08.2019 23:45",SU,29,D,1,LED,73H,158,125,115
148,D,"17.08.2019 20:30",SU,30,D,1,LED,73H,158,113,120
149,A,"17.08.2019 0:25",SU,31,D,1,LED,73H,158,119,122
150,D,"17.08.2019 21:00",SU,32,D,1,LED,32A,158,138,121
151,A,"17.08.2019 7:20",SU,33,D,1,LED,32A,158,136,115
152,D,"17.08.2019 23:15",SU,34,D,1,LED,32A,158,152,115
153,A,"17.08.2019 6:25",SU,35,D,1,LED,32A,158,141,124
154,D,"17.08.2019 1:30",SU,36,D,1,LED,32A,158,145,115
155,A,"17.08.2019 5:05",SU,37,D,1,LED,32A,158,151,213
156,D,"17.08.2019 16:25",SU,38,D,1,LED,32A,158,147,115
157,A,"17.08.2019 20:00",SU,39,D,1,LED,32A,158,155,217
158,D,"17.08.2019 11:55",SU,42,D,1,LED,32A,158,153,114
159,A,"17.08.2019 15:35",SU,43,D,1,LED,32A,158,152,113
160,D,"17.08.2019 21:30",SU,44,D,1,LED,32A,158,144,114
161,A,"17.08.2019 1:10",SU,45,D,1,LED,32A,158,122,114
162,D,"17.08.2019 0:40",SU,46,D,1,LED,73H,158,154,124
163,A,"17.08.2019 8:30",SU,47,D,1,LED,73H,158,140,114
164,D,"17.08.2019 6:55",SU,506,I,3,TLV,73H,158,142,28
165,A,"17.08.2019 16:50",SU,507,I,3,TLV,73H,158,148,4
166,A,"17.08.2019 6:20",SU,511,I,3,BEY,32A,158,140,29
167,D,"17.08.2019 21:05",SU,512,I,2,IKA,32A,158,86,48
168,A,"17.08.2019 5:55",SU,513,I,2,IKA,32A,158,147,59
169,D,"17.08.2019 8:15",SU,520,I,5,DXB,73H,158,158,35
170,A,"17.08.2019 20:50",SU,521,I,5,DXB,73H,158,147,39
171,D,"17.08.2019 18:40",SU,524,I,5,DXB,73H,158,152,41
172,A,"17.08.2019 6:50",SU,525,I,5,DXB,73H,158,136,40
173,D,"17.08.2019 6:40",SU,1000,D,1,KGD,73H,158,152,215
174,A,"17.08.2019 11:20",SU,1001,D,1,KGD,73H,158,158,114
175,D,"17.08.2019 10:10",SU,1002,D,1,KGD,32A,158,127,122
176,A,"17.08.2019 15:15",SU,1003,D,1,KGD,32A,158,127,123
177,D,"17.08.2019 13:45",SU,1004,D,1,KGD,32A,158,157,190
178,A,"17.08.2019 19:00",SU,1005,D,1,KGD,32A,158,127,89
179,D,"17.08.2019 18:30",SU,1006,D,1,KGD,73H,158,127,115
180,A,"17.08.2019 23:25",SU,1007,D,1,KGD,73H,158,127,121
181,D,"17.08.2019 20:05",SU,1008,D,1,KGD,32A,158,156,121
182,A,"17.08.2019 5:50",SU,1009,D,1,KGD,32A,158,127,121
183,D,"17.08.2019 16:35",SU,1010,D,1,KGD,32A,158,153,116
184,A,"17.08.2019 21:20",SU,1011,D,1,KGD,32A,158,127,203
185,D,"17.08.2019 7:50",SU,1042,D,1,OGZ,32A,158,140,213
186,A,"17.08.2019 14:20",SU,1043,D,1,OGZ,32A,158,154,123
187,D,"17.08.2019 8:05",SU,1052,D,1,MCX,32A,158,125,190
188,A,"17.08.2019 15:00",SU,1053,D,1,MCX,32A,158,127,124
189,D,"17.08.2019 22:00",SU,1056,D,1,MCX,32A,158,59,210
190,A,"17.08.2019 4:45",SU,1057,D,1,MCX,32A,158,155,120
191,D,"17.08.2019 15:00",SU,1058,D,1,MCX,32A,158,97,191
192,A,"17.08.2019 21:40",SU,1059,D,1,MCX,32A,158,127,118
193,D,"17.08.2019 15:10",SU,1064,D,1,NAL,32A,158,119,119
194,A,"17.08.2019 21:00",SU,1065,D,1,NAL,32A,158,153,119
195,D,"17.08.2019 14:50",SU,1078,D,1,IGT,32A,158,115,205
196,A,"17.08.2019 21:30",SU,1079,D,1,IGT,32A,158,127,113
197,D,"17.08.2019 12:25",SU,1102,D,1,KRR,73H,158,147,113
198,A,"17.08.2019 18:00",SU,1103,D,1,KRR,73H,158,127,114
199,D,"17.08.2019 14:40",SU,1104,D,1,KRR,73H,158,109,114
200,A,"17.08.2019 20:25",SU,1105,D,1,KRR,73H,158,154,121
201,D,"17.08.2019 15:55",SU,1106,D,1,KRR,73H,158,115,122
202,A,"17.08.2019 21:35",SU,1107,D,1,KRR,73H,158,156,117
203,D,"17.08.2019 23:35",SU,1112,D,1,KRR,32A,158,98,122
204,A,"17.08.2019 5:05",SU,1113,D,1,KRR,32A,158,149,119
205,D,"17.08.2019 10:30",SU,1116,D,3,AER,32A,158,157,12
206,A,"17.08.2019 17:05",SU,1117,D,3,AER,32A,158,157,16
207,D,"17.08.2019 19:00",SU,1118,D,1,AER,73H,158,138,121
208,A,"17.08.2019 0:55",SU,1119,D,1,AER,73H,158,157,115
209,D,"17.08.2019 6:05",SU,1120,D,1,AER,73H,158,141,124
210,A,"17.08.2019 12:00",SU,1121,D,1,AER,73H,158,127,89
211,D,"17.08.2019 12:20",SU,1122,D,1,AER,73H,158,158,120
212,A,"17.08.2019 18:30",SU,1123,D,1,AER,73H,158,156,123
213,D,"17.08.2019 14:10",SU,1124,D,1,AER,32A,158,154,122
214,A,"17.08.2019 20:10",SU,1125,D,1,AER,32A,158,127,191
215,D,"17.08.2019 23:10",SU,1128,D,1,AER,73H,158,101,120
216,A,"17.08.2019 5:20",SU,1129,D,1,AER,73H,158,157,115
217,D,"17.08.2019 17:45",SU,1130,D,1,AER,32A,158,149,122
218,A,"17.08.2019 23:50",SU,1131,D,1,AER,32A,158,127,114
219,D,"17.08.2019 9:05",SU,1134,D,1,AER,73H,158,156,114
220,A,"17.08.2019 15:25",SU,1135,D,1,AER,73H,158,156,121
221,D,"17.08.2019 20:50",SU,1140,D,1,AER,32A,158,108,116
222,A,"17.08.2019 9:20",SU,1141,D,1,AER,32A,158,156,124
223,D,"17.08.2019 15:00",SU,1142,D,1,AAQ,32A,158,152,120
224,A,"17.08.2019 20:40",SU,1143,D,1,AAQ,32A,158,148,120
225,D,"17.08.2019 21:50",SU,1144,D,1,AAQ,73H,158,93,122
226,A,"17.08.2019 8:25",SU,1145,D,1,AAQ,73H,158,155,124
227,D,"17.08.2019 6:30",SU,1146,D,1,AAQ,32A,158,147,118
228,A,"17.08.2019 12:05",SU,1147,D,1,AAQ,32A,158,153,124
229,D,"17.08.2019 15:35",SU,1148,D,1,GDZ,32A,158,148,215
230,A,"17.08.2019 21:15",SU,1149,D,1,GDZ,32A,158,143,190
231,D,"17.08.2019 13:10",SU,1150,D,1,GDZ,32A,158,152,123
232,A,"17.08.2019 19:05",SU,1151,D,1,GDZ,32A,158,150,115
233,D,"17.08.2019 8:10",SU,1152,D,1,GDZ,32A,158,156,129
234,A,"17.08.2019 14:10",SU,1153,D,1,GDZ,32A,158,143,118
235,D,"17.08.2019 7:30",SU,1158,D,1,ROV,73H,158,129,113
236,A,"17.08.2019 12:30",SU,1159,D,1,ROV,73H,158,150,123
237,D,"17.08.2019 9:00",SU,1162,D,1,ROV,32A,158,128,124
238,A,"17.08.2019 13:55",SU,1163,D,1,ROV,32A,158,150,124
239,D,"17.08.2019 21:35",SU,1172,D,1,ASF,32A,158,158,127
240,A,"17.08.2019 8:40",SU,1173,D,1,ASF,32A,158,154,121
241,D,"17.08.2019 14:50",SU,1174,D,1,ASF,32A,158,146,116
242,A,"17.08.2019 20:30",SU,1175,D,1,ASF,32A,158,127,129
243,D,"17.08.2019 14:55",SU,1182,D,1,VOG,73H,158,149,190
244,A,"17.08.2019 19:35",SU,1183,D,1,VOG,73H,158,157,118
245,D,"17.08.2019 22:50",SU,1184,D,1,VOG,73H,158,146,123
246,A,"17.08.2019 7:50",SU,1185,D,1,VOG,73H,158,148,127
247,D,"17.08.2019 2:00",SU,1188,D,1,VOG,73H,158,151,121
248,A,"17.08.2019 9:45",SU,1189,D,1,VOG,73H,158,152,122
249,D,"17.08.2019 16:00",SU,1192,D,1,KZN,32A,158,149,205
250,A,"17.08.2019 20:25",SU,1193,D,1,KZN,32A,158,70,202
251,D,"17.08.2019 0:45",SU,1196,D,1,KZN,73H,158,139,114
252,A,"17.08.2019 5:00",SU,1197,D,1,KZN,73H,158,78,202
253,A,"17.08.2019 8:35",SU,1199,D,1,KZN,32A,158,70,191
254,D,"17.08.2019 7:20",SU,1200,D,1,PEE,32A,158,157,116
255,A,"17.08.2019 12:35",SU,1201,D,1,PEE,32A,158,155,191
256,D,"17.08.2019 9:40",SU,1208,D,1,KUF,32A,158,150,120
257,A,"17.08.2019 14:05",SU,1209,D,1,KUF,32A,158,150,116
258,D,"17.08.2019 8:10",SU,1210,D,1,KUF,32A,158,140,114
259,A,"17.08.2019 13:00",SU,1211,D,1,KUF,32A,158,141,124
260,D,"17.08.2019 13:45",SU,1212,D,1,KUF,73H,158,118,114
261,A,"17.08.2019 18:25",SU,1213,D,1,KUF,73H,158,126,122
262,D,"17.08.2019 17:05",SU,1214,D,1,KUF,73H,158,121,191
263,A,"17.08.2019 21:30",SU,1215,D,1,KUF,73H,158,126,191
264,D,"17.08.2019 22:35",SU,1216,D,1,KUF,73H,158,115,127
265,A,"17.08.2019 7:20",SU,1217,D,1,KUF,32A,158,139,217
266,D,"17.08.2019 0:10",SU,1222,D,1,GOJ,73H,158,127,121
267,A,"17.08.2019 6:15",SU,1223,D,1,GOJ,73H,158,132,127
268,D,"17.08.2019 18:30",SU,1224,D,1,GOJ,73H,158,99,116
269,A,"17.08.2019 21:50",SU,1225,D,1,GOJ,73H,158,78,88
270,D,"17.08.2019 14:20",SU,1232,D,1,UFA,32A,158,158,127
271,A,"17.08.2019 19:40",SU,1233,D,1,UFA,32A,158,151,113
272,D,"17.08.2019 1:40",SU,1234,D,1,UFA,32A,158,149,114
273,A,"17.08.2019 8:15",SU,1235,D,1,UFA,32A,158,152,115
274,D,"17.08.2019 20:10",SU,1238,D,1,UFA,32A,158,109,118
275,A,"17.08.2019 5:50",SU,1239,D,1,UFA,32A,158,150,122
276,D,"17.08.2019 15:35",SU,1248,D,1,REN,73H,158,158,114
277,A,"17.08.2019 21:10",SU,1249,D,1,REN,73H,158,136,122
278,D,"17.08.2019 21:50",SU,1250,D,1,NBC,32A,158,88,116
279,A,"17.08.2019 6:45",SU,1251,D,1,NBC,32A,158,90,118
280,D,"17.08.2019 7:00",SU,1254,D,1,NBC,32A,158,129,124
281,A,"17.08.2019 11:45",SU,1255,D,1,NBC,32A,158,135,121
282,D,"17.08.2019 16:00",SU,1258,D,1,UFA,32A,158,126,217
283,A,"17.08.2019 21:15",SU,1259,D,1,UFA,32A,158,135,124
284,D,"17.08.2019 8:20",SU,1268,D,1,KZN,32A,158,144,121
285,A,"17.08.2019 12:25",SU,1269,D,1,KZN,32A,158,49,210
286,D,"17.08.2019 21:50",SU,1274,D,1,KRR,73H,158,100,124
287,A,"17.08.2019 8:25",SU,1275,D,1,KRR,73H,158,149,123
288,D,"17.08.2019 11:05",SU,1276,D,1,KZN,73H,158,149,116
289,A,"17.08.2019 15:10",SU,1277,D,1,KZN,73H,158,125,118
290,D,"17.08.2019 6:00",SU,1284,D,1,KRR,73H,158,132,115
291,A,"17.08.2019 12:55",SU,1285,D,1,KRR,73H,158,158,115
292,D,"17.08.2019 2:40",SU,1300,D,1,MRV,32A,158,139,124
293,A,"17.08.2019 9:35",SU,1301,D,1,MRV,32A,158,150,121
294,D,"17.08.2019 16:30",SU,1302,D,1,MRV,73H,158,136,114
295,A,"17.08.2019 22:15",SU,1303,D,1,MRV,73H,158,151,121
296,D,"17.08.2019 7:45",SU,1304,D,1,MRV,32A,158,144,205
297,A,"17.08.2019 13:30",SU,1305,D,1,MRV,32A,158,158,122
298,D,"17.08.2019 1:05",SU,1306,D,1,OVB,73H,158,150,123
299,A,"17.08.2019 10:25",SU,1307,D,1,OVB,73H,158,158,116
300,D,"17.08.2019 20:55",SU,1314,D,1,MRV,73H,158,131,124
301,A,"17.08.2019 4:55",SU,1315,D,1,MRV,73H,158,152,122
302,D,"17.08.2019 23:20",SU,1322,D,1,MMK,32A,158,127,114
303,A,"17.08.2019 5:10",SU,1323,D,1,MMK,32A,158,146,205
304,D,"17.08.2019 20:25",SU,1340,D,1,GOJ,32A,158,81,113
305,A,"17.08.2019 23:45",SU,1341,D,1,GOJ,32A,158,71,206
306,D,"17.08.2019 1:00",SU,1382,D,1,HMA,73H,158,154,122
307,A,"17.08.2019 8:05",SU,1383,D,1,HMA,73H,158,147,117
308,D,"17.08.2019 22:20",SU,1394,D,1,PEE,32A,158,126,117
309,A,"17.08.2019 8:00",SU,1395,D,1,PEE,32A,158,155,119
310,D,"17.08.2019 8:30",SU,1400,D,1,SVX,32A,158,153,117
311,A,"17.08.2019 14:30",SU,1401,D,1,SVX,32A,158,151,121
312,D,"17.08.2019 11:20",SU,1402,D,1,SVX,73H,158,145,123
313,A,"17.08.2019 17:30",SU,1403,D,1,SVX,73H,158,154,122
314,D,"17.08.2019 21:30",SU,1406,D,1,SVX,32A,158,140,115
315,A,"17.08.2019 7:30",SU,1407,D,1,SVX,32A,158,156,116
316,D,"17.08.2019 23:45",SU,1408,D,1,SVX,32A,158,128,205
317,A,"17.08.2019 5:45",SU,1409,D,1,SVX,32A,158,156,114
318,D,"17.08.2019 6:45",SU,1410,D,1,SVX,32A,158,127,129
319,A,"17.08.2019 12:40",SU,1411,D,1,SVX,32A,158,157,121
320,D,"17.08.2019 13:30",SU,1412,D,1,SVX,32A,158,147,117
321,A,"17.08.2019 19:20",SU,1413,D,1,SVX,32A,158,157,122
322,D,"17.08.2019 17:30",SU,1414,D,1,SVX,73H,158,150,115
323,A,"17.08.2019 23:40",SU,1415,D,1,SVX,73H,158,149,124
324,D,"17.08.2019 6:50",SU,1420,D,1,CEK,32A,158,152,190
325,A,"17.08.2019 12:45",SU,1421,D,1,CEK,32A,158,150,117
326,D,"17.08.2019 14:00",SU,1422,D,1,CEK,32A,158,156,120
327,A,"17.08.2019 20:05",SU,1423,D,1,CEK,32A,158,127,190
328,D,"17.08.2019 0:05",SU,1424,D,1,CEK,32A,158,151,115
329,A,"17.08.2019 6:00",SU,1425,D,1,CEK,32A,158,156,117
330,D,"17.08.2019 17:45",SU,1426,D,1,CEK,32A,158,140,123
331,A,"17.08.2019 0:20",SU,1427,D,1,CEK,32A,158,155,123
332,D,"17.08.2019 21:40",SU,1430,D,3,BAX,73H,158,135,16
333,A,"17.08.2019 7:35",SU,1431,D,3,BAX,73H,158,155,15
334,D,"17.08.2019 9:05",SU,1432,D,3,BAX,32A,158,144,13
335,A,"17.08.2019 18:35",SU,1433,D,3,BAX,32A,158,157,17
336,D,"17.08.2019 1:55",SU,1436,D,1,SVX,32A,158,127,113
337,A,"17.08.2019 9:15",SU,1437,D,1,SVX,32A,158,157,115
338,D,"17.08.2019 17:25",SU,1440,D,1,IKT,73H,158,132,124
339,A,"17.08.2019 6:40",SU,1441,D,1,IKT,73H,158,157,123
340,D,"17.08.2019 7:30",SU,1444,D,1,IKT,73H,158,130,118
341,A,"17.08.2019 20:40",SU,1445,D,1,IKT,73H,158,157,215
342,D,"17.08.2019 23:15",SU,1446,D,3,BAX,32A,158,151,2
343,A,"17.08.2019 8:50",SU,1447,D,3,BAX,32A,158,127,13
344,D,"17.08.2019 22:20",SU,1458,D,3,NOZ,73H,158,132,18
345,A,"17.08.2019 8:25",SU,1459,D,3,NOZ,73H,158,155,17
346,D,"17.08.2019 9:10",SU,1460,D,1,OVB,73H,158,147,123
347,A,"17.08.2019 18:45",SU,1461,D,1,OVB,73H,158,127,206
348,D,"17.08.2019 6:25",SU,1462,D,1,OVB,73H,158,156,123
349,A,"17.08.2019 15:55",SU,1463,D,1,OVB,73H,158,157,116
350,D,"17.08.2019 1:50",SU,1472,D,3,NJC,73H,158,154,16
351,A,"17.08.2019 10:00",SU,1473,D,3,NJC,73H,158,154,16
